csv_no,json_file,json_source,field,status,score,csv_value,json_value
118,118. Rutkowski et al. (2024). The limits of inference reassessing causality in.json,json,authors,agree,1.0,"canbolat,rutkowski,thompson","canbolat,rutkowski,thompson"
118,118. Rutkowski et al. (2024). The limits of inference reassessing causality in.json,json,ilsa_assessment,agree,1.0,"pirls,pisa,timss","pirls,pisa,timss"
118,118. Rutkowski et al. (2024). The limits of inference reassessing causality in.json,json,ml_methods,missing,,,
118,118. Rutkowski et al. (2024). The limits of inference reassessing causality in.json,json,software,missing,,None,"r,sas"
118,118. Rutkowski et al. (2024). The limits of inference reassessing causality in.json,json,countries,missing,,Roughly 30 to 33 countries,
118,118. Rutkowski et al. (2024). The limits of inference reassessing causality in.json,json,dependent_outcome,disagree,0.032,"The primary outcomes  student achievement scores in reading, mathematics, and science. Secondary dependent variables mentioned in the non-ILSA case studies incl","This article does not estimate predictive or causal effects using ILSA microdata; instead, it reassesses the validity of causal claims made with ILSA data. It c"
118,118. Rutkowski et al. (2024). The limits of inference reassessing causality in.json,json,journal_venue,agree,1.0,Large-scale Assessments in Education,Large-scale Assessments in Education
119,119. Cortes et al. (2025). Evaluating uncertainty the impact of the sampling and.json,json,year,agree,1.0,2025,2025
119,119. Cortes et al. (2025). Evaluating uncertainty the impact of the sampling and.json,json,title,agree,1.0,Evaluating uncertainty: the impact of the sampling and assessment design on statistical inference in the context of ILSA,Evaluating uncertainty: the impact of the sampling and assessment design on statistical inference in the context of ILSA
119,119. Cortes et al. (2025). Evaluating uncertainty the impact of the sampling and.json,json,authors,partial,0.5,"cortes,hastedt,meinck","cortes,hastedt,martin"
119,119. Cortes et al. (2025). Evaluating uncertainty the impact of the sampling and.json,json,ilsa_assessment,agree,1.0,pirls,pirls
119,119. Cortes et al. (2025). Evaluating uncertainty the impact of the sampling and.json,json,ml_methods,disagree,0.0,,clustering
119,119. Cortes et al. (2025). Evaluating uncertainty the impact of the sampling and.json,json,software,missing,,None,r
119,119. Cortes et al. (2025). Evaluating uncertainty the impact of the sampling and.json,json,countries,disagree,0.0,None,"are,arg,bel,bgr,can,esp,fra,hkg,irl,kaz,mac,mlt,nld,twn,usa"
119,119. Cortes et al. (2025). Evaluating uncertainty the impact of the sampling and.json,json,dependent_outcome,partial,0.284,"Mean reading achievement (?), the Proportion of students below the intermediate benchmark (p), and a Regression coefficient (?).",reading achievement
119,119. Cortes et al. (2025). Evaluating uncertainty the impact of the sampling and.json,json,journal_venue,agree,1.0,Large-scale Assessments in Education,Large-scale Assessments in Education
120,120. Rebaia et al. (2020). A graphically based machine learning approach to.json,json,year,agree,1.0,2020,2020
120,120. Rebaia et al. (2020). A graphically based machine learning approach to.json,json,title,agree,1.0,A graphically based machine learning approach to predict secondary schools performance in Tunisia,A graphically based machine learning approach to predict secondary schools performance in Tunisia
120,120. Rebaia et al. (2020). A graphically based machine learning approach to.json,json,authors,disagree,0.2,"essid,rebaia,yahiab","essid,rebai,yahia"
120,120. Rebaia et al. (2020). A graphically based machine learning approach to.json,json,ilsa_assessment,agree,1.0,pisa,pisa
120,120. Rebaia et al. (2020). A graphically based machine learning approach to.json,json,ml_methods,agree,0.85,random forest,"decision tree,random forest"
120,120. Rebaia et al. (2020). A graphically based machine learning approach to.json,json,software,disagree,0.333,SAS software,r
120,120. Rebaia et al. (2020). A graphically based machine learning approach to.json,json,countries,disagree,0.0,Tunisia,tun
120,120. Rebaia et al. (2020). A graphically based machine learning approach to.json,json,dependent_outcome,partial,0.35,"Dependent variables: School performance, Efficiency scores, Inefficiency scores, PISA test scores (mathematics, reading, science), School dropout rate",School inefficiency score (DDF output)
120,120. Rebaia et al. (2020). A graphically based machine learning approach to.json,json,journal_venue,agree,1.0,Socio-Economic Planning Sciences,Socio-Economic Planning Sciences
121,121. Braun et al. (2025). Rethinking TIMSS quality assurance utilizing neural.json,json,year,agree,1.0,2025,2025
121,121. Braun et al. (2025). Rethinking TIMSS quality assurance utilizing neural.json,json,title,agree,1.0,Rethinking TIMSS quality assurance: utilizing neural network models with regression based bias mitigation strategies for validating country?level math and scien,Rethinking TIMSS quality assurance: utilizing neural network models with regression‑based bias mitigation strategies for validating country‑level math and scien
121,121. Braun et al. (2025). Rethinking TIMSS quality assurance utilizing neural.json,json,authors,agree,1.0,"braun,chen,davier","braun,chen,davier"
121,121. Braun et al. (2025). Rethinking TIMSS quality assurance utilizing neural.json,json,ilsa_assessment,agree,1.0,timss,timss
121,121. Braun et al. (2025). Rethinking TIMSS quality assurance utilizing neural.json,json,ml_methods,agree,1.0,neural network,neural network
121,121. Braun et al. (2025). Rethinking TIMSS quality assurance utilizing neural.json,json,software,missing,,None,r
121,121. Braun et al. (2025). Rethinking TIMSS quality assurance utilizing neural.json,json,countries,partial,0.5,between 22 and 34 countries,"are,aus,bhr,can,chl,egy,esp,gbr,geo,hkg,irl,irn,ita,jor,kaz"
121,121. Braun et al. (2025). Rethinking TIMSS quality assurance utilizing neural.json,json,dependent_outcome,disagree,0.228,Country-level Mean Achievement Scores in Mathematics and Science (Grade 8),Math achievement (country-level mean; residual screening) Science achievement (country-level mean; residual screening) Composite QC indicator correspondence (sc
121,121. Braun et al. (2025). Rethinking TIMSS quality assurance utilizing neural.json,json,journal_venue,agree,1.0,Large-scale Assessments in Education,Large-scale Assessments in Education
122,122. Schmitz & Sonnleitner. (2025). Evaluating AI?generated vs. human?written reading.json,json,year,agree,1.0,2025,2025
122,122. Schmitz & Sonnleitner. (2025). Evaluating AI?generated vs. human?written reading.json,json,title,agree,1.0,Evaluating AI?generated vs. human?written reading comprehension passages: an expert SWOT analysis and comparative study for an educational large?scale assessmen,Evaluating AI-generated vs. human-written reading comprehension passages: an expert SWOT analysis and comparative study for an educational large-scale assessmen
122,122. Schmitz & Sonnleitner. (2025). Evaluating AI?generated vs. human?written reading.json,json,authors,agree,1.0,"schmitz,sonnleitner","schmitz,sonnleitner"
122,122. Schmitz & Sonnleitner. (2025). Evaluating AI?generated vs. human?written reading.json,json,ilsa_assessment,missing,,,
122,122. Schmitz & Sonnleitner. (2025). Evaluating AI?generated vs. human?written reading.json,json,ml_methods,disagree,0.0,,"neural network,random forest"
122,122. Schmitz & Sonnleitner. (2025). Evaluating AI?generated vs. human?written reading.json,json,software,disagree,0.333,Generative AI: GPT-4,r
122,122. Schmitz & Sonnleitner. (2025). Evaluating AI?generated vs. human?written reading.json,json,countries,disagree,0.0,None,"deu,lux"
122,122. Schmitz & Sonnleitner. (2025). Evaluating AI?generated vs. human?written reading.json,json,dependent_outcome,agree,0.664,"Quality Dimensions: Readability, Correctness, Coherence, Engagement, Adequacy.
Discernibility: Whether the text was perceived as human-written or AI-generated.","Text quality ratings (readability, correctness, coherence, engagement, adequacy) Authorship discernibility (human vs AI; correct identification rates)"
122,122. Schmitz & Sonnleitner. (2025). Evaluating AI?generated vs. human?written reading.json,json,journal_venue,agree,1.0,Large-scale Assessments in Education,Large-scale Assessments in Education
123,123. Jewsbury & Johnso. (2025). Principal component analysis on the covariance matrix.json,json,year,agree,1.0,2025,2025
123,123. Jewsbury & Johnso. (2025). Principal component analysis on the covariance matrix.json,json,title,agree,1.0,Principal component analysis on the covariance matrix for data reduction in large?scale assessments,Principal component analysis on the covariance matrix for data reduction in large‑scale assessments
123,123. Jewsbury & Johnso. (2025). Principal component analysis on the covariance matrix.json,json,authors,disagree,0.333,"jewsbury,johnso","jewsbury,johnson"
123,123. Jewsbury & Johnso. (2025). Principal component analysis on the covariance matrix.json,json,ilsa_assessment,missing,,,
123,123. Jewsbury & Johnso. (2025). Principal component analysis on the covariance matrix.json,json,ml_methods,partial,0.333,"neural network,pca","pca,random forest"
123,123. Jewsbury & Johnso. (2025). Principal component analysis on the covariance matrix.json,json,software,partial,0.5,R (v.1.30 and v.1.42) (mirt),r
123,123. Jewsbury & Johnso. (2025). Principal component analysis on the covariance matrix.json,json,countries,disagree,0.0,None,usa
123,123. Jewsbury & Johnso. (2025). Principal component analysis on the covariance matrix.json,json,dependent_outcome,disagree,0.243,"Latent proficiency (?) on a composite scale (M=0,SD=1). Specific metrics: Group proficiency means and group proficiency variances.",Group mean estimates (PV-based) Group mean estimates (PV-based) Mean estimation bias and MSE (PV-based group means)
123,123. Jewsbury & Johnso. (2025). Principal component analysis on the covariance matrix.json,json,journal_venue,agree,1.0,Large-scale Assessments in Education,Large-scale Assessments in Education
124,124. Mirazchiyski & Gershteyn. (2024). Technology factors related to the differences in paper.json,json,year,agree,1.0,2024,2024
124,124. Mirazchiyski & Gershteyn. (2024). Technology factors related to the differences in paper.json,json,title,agree,1.0,Technology factors related to the differences in paper and online reading scores in PIRLS 2016,Technology factors related to the differences in paper and online reading scores in PIRLS 2016
124,124. Mirazchiyski & Gershteyn. (2024). Technology factors related to the differences in paper.json,json,authors,agree,1.0,"gershteyn,mirazchiyski","gershteyn,mirazchiyski"
124,124. Mirazchiyski & Gershteyn. (2024). Technology factors related to the differences in paper.json,json,ilsa_assessment,agree,1.0,pirls,pirls
124,124. Mirazchiyski & Gershteyn. (2024). Technology factors related to the differences in paper.json,json,ml_methods,partial,0.333,random forest,"multilevel,neural network,random forest"
124,124. Mirazchiyski & Gershteyn. (2024). Technology factors related to the differences in paper.json,json,software,partial,0.5,R (RALSA),r
124,124. Mirazchiyski & Gershteyn. (2024). Technology factors related to the differences in paper.json,json,countries,agree,0.8,"European Countries: Denmark, Italy, Norway, Portugal, Slovenia, Sweden (Ireland was excluded)","dnk,ita,nor,prt,svn,swe"
124,124. Mirazchiyski & Gershteyn. (2024). Technology factors related to the differences in paper.json,json,dependent_outcome,disagree,0.166,difference between e-reading and paper reading scores (computed as 5 sets of Plausible Value differences),Mode difference in reading achievement (e-reading PV minus paper PV)
124,124. Mirazchiyski & Gershteyn. (2024). Technology factors related to the differences in paper.json,json,journal_venue,agree,1.0,Large-scale Assessments in Education,Large-scale Assessments in Education
125,125. Huang & Keller. (2025). Working with missing data in large?scale assessments.json,json,year,agree,1.0,2025,2025
125,125. Huang & Keller. (2025). Working with missing data in large?scale assessments.json,json,title,agree,1.0,Working with missing data in large?scale assessments,Working with missing data in large-scale assessments
125,125. Huang & Keller. (2025). Working with missing data in large?scale assessments.json,json,authors,agree,1.0,"huang,keller","huang,keller"
125,125. Huang & Keller. (2025). Working with missing data in large?scale assessments.json,json,ilsa_assessment,agree,1.0,pisa,pisa
125,125. Huang & Keller. (2025). Working with missing data in large?scale assessments.json,json,ml_methods,agree,1.0,multilevel,multilevel
125,125. Huang & Keller. (2025). Working with missing data in large?scale assessments.json,json,software,disagree,0.222,"R (packages: rblimp, dplyr, tidyr, WeMix, MLMusingR, parallel) and Blimp","blimp,r"
125,125. Huang & Keller. (2025). Working with missing data in large?scale assessments.json,json,countries,disagree,0.0,Belgium,bel
125,125. Huang & Keller. (2025). Working with missing data in large?scale assessments.json,json,dependent_outcome,partial,0.331,Student Mathematics Ability (represented by 10 Plausible Values),Math achievement (Plausible Values; pv1math–pv10math) School-level variance (random effects) and ICC
125,125. Huang & Keller. (2025). Working with missing data in large?scale assessments.json,json,journal_venue,agree,1.0,Large-scale Assessments in Education,Large-scale Assessments in Education
126,126. He et al. (2024). The relationship between personal?collaborative.json,json,year,agree,1.0,2024,2024
126,126. He et al. (2024). The relationship between personal?collaborative.json,json,title,agree,1.0,The relationship between personal?collaborative motivation profiles and students’ performance in collaborative problem solving,The relationship between personal‑collaborative motivation profiles and students’ performance in collaborative problem solving
126,126. He et al. (2024). The relationship between personal?collaborative.json,json,authors,disagree,0.0,"he,ren,zhang",
126,126. He et al. (2024). The relationship between personal?collaborative.json,json,ilsa_assessment,agree,1.0,pisa,pisa
126,126. He et al. (2024). The relationship between personal?collaborative.json,json,ml_methods,agree,1.0,"hlm,multilevel,neural network,random forest","hlm,multilevel,neural network,random forest"
126,126. He et al. (2024). The relationship between personal?collaborative.json,json,software,disagree,0.0,Mplus (v.8.3) and SPSS (v.24.0),"hlm,r"
126,126. He et al. (2024). The relationship between personal?collaborative.json,json,countries,agree,1.0,"China (Beijing, Shanghai, Jiangsu, and Guangdong)",chn
126,126. He et al. (2024). The relationship between personal?collaborative.json,json,dependent_outcome,agree,0.479,CPS Performance (10 Plausible Values); CPS Behaviours (Timings and Activities from log-files),"CPS achievement (10 plausible values; scaled mean 500, SD 100)"
126,126. He et al. (2024). The relationship between personal?collaborative.json,json,journal_venue,agree,1.0,Large-scale Assessments in Education,Large-scale Assessments in Education
127,127. Sun et al. (2023). A Theoretical Framework for a Mathematical Cognitive.json,json,year,agree,1.0,2023,2023
127,127. Sun et al. (2023). A Theoretical Framework for a Mathematical Cognitive.json,json,title,agree,1.0,A Theoretical Framework for a Mathematical Cognitive Model for Adaptive Learning Systems,A Theoretical Framework for a Mathematical Cognitive Model for Adaptive Learning Systems
127,127. Sun et al. (2023). A Theoretical Framework for a Mathematical Cognitive.json,json,authors,partial,0.5,"sun,wu,xu","sun,wang,xu"
127,127. Sun et al. (2023). A Theoretical Framework for a Mathematical Cognitive.json,json,ilsa_assessment,agree,1.0,timss,"pisa,timss"
127,127. Sun et al. (2023). A Theoretical Framework for a Mathematical Cognitive.json,json,ml_methods,partial,0.5,neural network,"neural network,random forest"
127,127. Sun et al. (2023). A Theoretical Framework for a Mathematical Cognitive.json,json,software,partial,0.5,MATLAB,"matlab,r"
127,127. Sun et al. (2023). A Theoretical Framework for a Mathematical Cognitive.json,json,countries,missing,,None,
127,127. Sun et al. (2023). A Theoretical Framework for a Mathematical Cognitive.json,json,dependent_outcome,partial,0.331,Mathematical Cognitive Model (the resulting 5-level arrangement of attributes).,Literature synthesis outcome (not student-level prediction)
127,127. Sun et al. (2023). A Theoretical Framework for a Mathematical Cognitive.json,json,journal_venue,agree,1.0,Behavioral Sciences,Behavioral Sciences
128,128. Chen et al. (2021). Synergistic effects of instruction and affect factors.json,json,year,partial,0.5,2021,2020
128,128. Chen et al. (2021). Synergistic effects of instruction and affect factors.json,json,title,agree,1.0,Synergistic effects of instruction and affect factors on high? and low?ability disparities in elementary students’ reading literacy,Synergistic effects of instruction and affect factors on high- and low-ability disparities in elementary students’ reading literacy
128,128. Chen et al. (2021). Synergistic effects of instruction and affect factors.json,json,authors,partial,0.667,"chen,hu,zhang","chen,hu"
128,128. Chen et al. (2021). Synergistic effects of instruction and affect factors.json,json,ilsa_assessment,partial,0.5,"pirls,pisa",pirls
128,128. Chen et al. (2021). Synergistic effects of instruction and affect factors.json,json,ml_methods,agree,0.85,"decision tree,gradient boosting,logistic regression,random forest,svm,xgboost","decision tree,k nn,logistic regression,random forest,svm,xgboost"
128,128. Chen et al. (2021). Synergistic effects of instruction and affect factors.json,json,software,partial,0.5,Python (v.3.6) (scikit-learn),"r,scikit"
128,128. Chen et al. (2021). Synergistic effects of instruction and affect factors.json,json,countries,agree,0.8,"English-speaking education systems: the United States, England, Northern Ireland, and Australia
Chinese-speaking educati","aus,gbr,hkg,mac,twn,usa"
128,128. Chen et al. (2021). Synergistic effects of instruction and affect factors.json,json,dependent_outcome,partial,0.344,Reading literacy achievement level (high or low),High vs low reading proficiency (benchmark-based)
128,128. Chen et al. (2021). Synergistic effects of instruction and affect factors.json,json,journal_venue,json_missing,,Reading and Writing,
129,"129. Campos & Scherer. (2024). Digital gender gaps in Students’ knowledge, attitudes.json",json,year,agree,1.0,2024,2024
129,"129. Campos & Scherer. (2024). Digital gender gaps in Students’ knowledge, attitudes.json",json,title,agree,1.0,"Digital gender gaps in Students’ knowledge, attitudes and skills: an integrative data analysis across 32 Countries","Digital gender gaps in Students’ knowledge, attitudes and skills: an integrative data analysis across 32 Countries"
129,"129. Campos & Scherer. (2024). Digital gender gaps in Students’ knowledge, attitudes.json",json,authors,agree,1.0,"campos,scherer","campos,scherer"
129,"129. Campos & Scherer. (2024). Digital gender gaps in Students’ knowledge, attitudes.json",json,ilsa_assessment,agree,1.0,icils,icils
129,"129. Campos & Scherer. (2024). Digital gender gaps in Students’ knowledge, attitudes.json",json,ml_methods,agree,1.0,multilevel,multilevel
129,"129. Campos & Scherer. (2024). Digital gender gaps in Students’ knowledge, attitudes.json",json,software,disagree,0.2,"R (Mplus 8.8, mice, MplusAutomation, metafor)",r
129,"129. Campos & Scherer. (2024). Digital gender gaps in Students’ knowledge, attitudes.json",json,countries,partial,0.5,32 countries,"aus,baa,che,chl,cot,cze,deu,dnk,fin,fra,hkg,hrv,ita,kaz,kor"
129,"129. Campos & Scherer. (2024). Digital gender gaps in Students’ knowledge, attitudes.json",json,dependent_outcome,partial,0.376,"Digital knowledge and skills, computer and information literacy, computational thinking",Digital skills (CIL/CT) gender gap
129,"129. Campos & Scherer. (2024). Digital gender gaps in Students’ knowledge, attitudes.json",json,journal_venue,agree,1.0,Education and Information Technologies,Education and Information Technologies
130,130. Goecke et al. (2026). Being female and being well-situated implies higher.json,json,year,agree,1.0,2026,2026
130,130. Goecke et al. (2026). Being female and being well-situated implies higher.json,json,title,agree,1.0,Being female and being well-situated implies higher performance on creative thinking tests: Evidence across 62 countries from PISA 2022,Being female and being well-situated implies higher performance on creative thinking tests: Evidence across 62 countries from PISA 2022
130,130. Goecke et al. (2026). Being female and being well-situated implies higher.json,json,authors,agree,1.0,"benedek,diedrich,forthmann,goecke,patzl,weiss","benedek,diedrich,forthmann,goecke,patzl,weiss"
130,130. Goecke et al. (2026). Being female and being well-situated implies higher.json,json,ilsa_assessment,agree,1.0,pisa,pisa
130,130. Goecke et al. (2026). Being female and being well-situated implies higher.json,json,ml_methods,disagree,0.0,,"neural network,random forest"
130,130. Goecke et al. (2026). Being female and being well-situated implies higher.json,json,software,disagree,0.2,"R (metafor, clubSandwich, mdmb packages)",r
130,130. Goecke et al. (2026). Being female and being well-situated implies higher.json,json,countries,partial,0.5,62 countries and economies participating in the PISA 2022 innovative domain,"bgr,chl,cri,hun,isl,jam,jor,kor,mex,per,pse,rou,sau,uzb"
130,130. Goecke et al. (2026). Being female and being well-situated implies higher.json,json,dependent_outcome,partial,0.342,Standardized creative thinking score (0 to 60 points); standardized mathematics score; standardized reading score (all expressed as z-scores within each country,Creative thinking performance (PVs; standardized regression effects) Mathematics performance (PVs; standardized regression effects) Reading performance (PVs; st
130,130. Goecke et al. (2026). Being female and being well-situated implies higher.json,json,journal_venue,agree,1.0,Thinking Skills and Creativity,Thinking Skills and Creativity
131,131. Wu et al. (2026). Predicting Key Factors Influencing Students' Creative.json,json,year,agree,1.0,2026,2026
131,131. Wu et al. (2026). Predicting Key Factors Influencing Students' Creative.json,json,title,agree,1.0,Predicting Key Factors Influencing Students' Creative Thinking: A Machine Learning Analysis Based on PISA 2022 Data From East Asia,Predicting Key Factors Influencing Students’ Creative Thinking: A Machine Learning Analysis Based on PISA 2022 Data from East Asia
131,131. Wu et al. (2026). Predicting Key Factors Influencing Students' Creative.json,json,authors,agree,1.0,"fang,wu,yu,zhang","fang,wu,yu,zhang"
131,131. Wu et al. (2026). Predicting Key Factors Influencing Students' Creative.json,json,ilsa_assessment,agree,1.0,pisa,pisa
131,131. Wu et al. (2026). Predicting Key Factors Influencing Students' Creative.json,json,ml_methods,agree,1.0,"lasso,random forest","lasso,random forest"
131,131. Wu et al. (2026). Predicting Key Factors Influencing Students' Creative.json,json,software,disagree,0.111,"R 4.2.1 (packages: glmnet, ranger/ randomForest, ggplot2); SPSS 27.0 (preliminary analyses)",r
131,131. Wu et al. (2026). Predicting Key Factors Influencing Students' Creative.json,json,countries,agree,0.8,"5 East Asian economies: Singapore, South Korea, Chinese Taipei, Hong Kong (China), Macao (China)","hkg,kor,mac,sgp,twn"
131,131. Wu et al. (2026). Predicting Key Factors Influencing Students' Creative.json,json,dependent_outcome,disagree,0.122,Students' creative thinking score (PISA 2022 innovative domain),Creative thinking score (average of 10 plausible values) Creative thinking score (average of 10 plausible values) Creative thinking score (average of 10 plausib
131,131. Wu et al. (2026). Predicting Key Factors Influencing Students' Creative.json,json,journal_venue,agree,1.0,Thinking Skills and Creativity,Thinking Skills and Creativity
132,132. Yildirim et al. (2026). Understanding Students' Mathematical Achievement.json,json,year,agree,1.0,2026,2026
132,132. Yildirim et al. (2026). Understanding Students' Mathematical Achievement.json,json,title,agree,1.0,Understanding Students' Mathematical Achievement Through Feature Selection and Machine Learning: Evidence From PISA 2018,Understanding students’ mathematical achievement through feature selection and machine learning: Evidence from PISA 2018
132,132. Yildirim et al. (2026). Understanding Students' Mathematical Achievement.json,json,authors,agree,1.0,"atilgan,turfan,yildirim","atilgan,turfan,yildirim"
132,132. Yildirim et al. (2026). Understanding Students' Mathematical Achievement.json,json,ilsa_assessment,agree,1.0,pisa,pisa
132,132. Yildirim et al. (2026). Understanding Students' Mathematical Achievement.json,json,ml_methods,agree,0.85,"random forest,shap,svm","decision tree,random forest,shap,svm"
132,132. Yildirim et al. (2026). Understanding Students' Mathematical Achievement.json,json,software,missing,,None,r
132,132. Yildirim et al. (2026). Understanding Students' Mathematical Achievement.json,json,countries,agree,1.0,Türkiye,tur
132,132. Yildirim et al. (2026). Understanding Students' Mathematical Achievement.json,json,dependent_outcome,agree,0.453,"Binary mathematics achievement (low-performing vs. high-performing, based on PISA Level 2 proficiency benchmark, derived from PV1MATH–PV10MATH; 37% low-performi","Mathematics achievement class (low vs high, Level 2 benchmark)"
132,132. Yildirim et al. (2026). Understanding Students' Mathematical Achievement.json,json,journal_venue,agree,1.0,Revista de Psicodidáctica,Revista de Psicodidáctica
133,133. Kraus et al. (2026). The essence of creative thinking in PISA 2022: An item.json,json_extractions,year,agree,1.0,2026,2026
133,133. Kraus et al. (2026). The essence of creative thinking in PISA 2022: An item.json,json_extractions,title,agree,1.0,The Essence of Creative Thinking in PISA 2022: An Item-Level Machine Learning Approach to Construct Validity at the Facet Level,The essence of creative thinking in PISA 2022: An item-level machine learning approach to construct validity at the facet level
133,133. Kraus et al. (2026). The essence of creative thinking in PISA 2022: An item.json,json_extractions,authors,agree,1.0,"goecke,jaggy,kraus","goecke,jaggy,kraus"
133,133. Kraus et al. (2026). The essence of creative thinking in PISA 2022: An item.json,json_extractions,ilsa_assessment,agree,1.0,pisa,pisa
133,133. Kraus et al. (2026). The essence of creative thinking in PISA 2022: An item.json,json_extractions,ml_methods,agree,1.0,random forest,random forest
133,133. Kraus et al. (2026). The essence of creative thinking in PISA 2022: An item.json,json_extractions,software,disagree,0.167,R; tidymodels package (random forest fitting),r
133,133. Kraus et al. (2026). The essence of creative thinking in PISA 2022: An item.json,json_extractions,countries,missing,,63 countries,
133,133. Kraus et al. (2026). The essence of creative thinking in PISA 2022: An item.json,json_extractions,dependent_outcome,partial,0.26,"Item-level scores (categorical: 1=no credit, 2=partial credit, 3=full credit): Generate Diverse Ideas (GDI, 11 items), Generate Creative Ideas (GCI, 12 items), ",Creative thinking item score categories (GDI; no/partial/full credit) Creative thinking item score categories (GCI; no/partial/full credit) Creative thinking it
133,133. Kraus et al. (2026). The essence of creative thinking in PISA 2022: An item.json,json_extractions,journal_venue,agree,1.0,Thinking Skills and Creativity,Thinking Skills and Creativity
134,134. Chen et al. (2026). Interpretable machine learning reveals key determinants.json,json_extractions,year,agree,1.0,2026,2026
134,134. Chen et al. (2026). Interpretable machine learning reveals key determinants.json,json_extractions,title,agree,1.0,Interpretable Machine Learning Reveals Key Determinants of Creative Thinking Among East Asian Students: Evidence From PISA 2022,Interpretable machine learning reveals key determinants of creative thinking among East Asian students: Evidence from PISA 2022
134,134. Chen et al. (2026). Interpretable machine learning reveals key determinants.json,json_extractions,authors,agree,1.0,"chen,deng,dong,wang,yu","chen,deng,dong,wang,yu"
134,134. Chen et al. (2026). Interpretable machine learning reveals key determinants.json,json_extractions,ilsa_assessment,agree,1.0,pisa,pisa
134,134. Chen et al. (2026). Interpretable machine learning reveals key determinants.json,json_extractions,ml_methods,agree,0.9,"elastic net,gradient boosting,k nn,knn,lightgbm,neural network,random forest,shap,xgboost","elastic net,gradient boosting,k nn,knn,lightgbm,neural network,random forest,shap,svm,xgboost"
134,134. Chen et al. (2026). Interpretable machine learning reveals key determinants.json,json_extractions,software,disagree,0.125,"Python 3.10 (scikit-learn, xgboost, lightgbm, shap libraries)",r
134,134. Chen et al. (2026). Interpretable machine learning reveals key determinants.json,json_extractions,countries,agree,0.8,"5 East Asian economies: Hong Kong (China), Macau (China), Chinese Taipei, South Korea, Singapore","hkg,kor,mac,sgp,twn"
134,134. Chen et al. (2026). Interpretable machine learning reveals key determinants.json,json_extractions,dependent_outcome,agree,0.479,Creative thinking,Creative thinking score (PVs combined via Rubin’s rules)
134,134. Chen et al. (2026). Interpretable machine learning reveals key determinants.json,json_extractions,journal_venue,agree,1.0,Thinking Skills and Creativity,Thinking Skills and Creativity
135,135. Martínez-Abad et al. (2020). Educational Data Mining Identification of Factors.json,json,year,agree,1.0,2020,2020
135,135. Martínez-Abad et al. (2020). Educational Data Mining Identification of Factors.json,json,title,agree,1.0,Educational Data Mining: Identification of Factors Associated With School Effectiveness in PISA Assessment,Educational Data Mining: Identification of Factors Associated With School Effectiveness in PISA Assessment
135,135. Martínez-Abad et al. (2020). Educational Data Mining Identification of Factors.json,json,authors,agree,1.0,"gamazo,martinez abad,rodriguez conde","gamazo,martinez abad,rodriguez conde"
135,135. Martínez-Abad et al. (2020). Educational Data Mining Identification of Factors.json,json,ilsa_assessment,agree,1.0,pisa,pisa
135,135. Martínez-Abad et al. (2020). Educational Data Mining Identification of Factors.json,json,ml_methods,agree,0.85,"decision tree,multilevel","decision tree,hlm,multilevel"
135,135. Martínez-Abad et al. (2020). Educational Data Mining Identification of Factors.json,json,software,disagree,0.3,"HLM 7 (multilevel modeling); Weka 3.8.1, algorithm J48/C4.5 (decision tree construction)","hlm,r,weka"
135,135. Martínez-Abad et al. (2020). Educational Data Mining Identification of Factors.json,json,countries,agree,1.0,Spain,esp
135,135. Martínez-Abad et al. (2020). Educational Data Mining Identification of Factors.json,json,dependent_outcome,partial,0.326,"Phase 1: student performance in mathematics, reading, and science (used to compute school-level residuals). Phase 2: school effectiveness classification (dichot",School effectiveness (high vs low; dichotomous residual-based target)
135,135. Martínez-Abad et al. (2020). Educational Data Mining Identification of Factors.json,json,journal_venue,agree,1.0,Studies in Educational Evaluation,Studies in Educational Evaluation
136,2. Zhu et al. (2025). Predictive insights into U.S. students’ mathematics.json,json,year,agree,1.0,2025,2025
136,2. Zhu et al. (2025). Predictive insights into U.S. students’ mathematics.json,json,title,agree,1.0,Predictive Insights Into U.S. Students' Mathematics Performance on PISA 2022 Using Ensemble Tree-Based Machine Learning Models,Predictive insights into U.S. students’ mathematics performance on PISA 2022 using ensemble tree-based machine learning models
136,2. Zhu et al. (2025). Predictive insights into U.S. students’ mathematics.json,json,authors,agree,1.0,"fang,hong,you,zhu","fang,hong,you,zhu"
136,2. Zhu et al. (2025). Predictive insights into U.S. students’ mathematics.json,json,ilsa_assessment,agree,1.0,pisa,pisa
136,2. Zhu et al. (2025). Predictive insights into U.S. students’ mathematics.json,json,ml_methods,agree,1.0,"gradient boosting,lightgbm,random forest,xgboost","gradient boosting,lightgbm,random forest,xgboost"
136,2. Zhu et al. (2025). Predictive insights into U.S. students’ mathematics.json,json,software,missing,,None,r
136,2. Zhu et al. (2025). Predictive insights into U.S. students’ mathematics.json,json,countries,agree,1.0,United States,usa
136,2. Zhu et al. (2025). Predictive insights into U.S. students’ mathematics.json,json,dependent_outcome,partial,0.419,Students' mathematics performance (PISA 2022 plausible values),Mathematics achievement (PVs)
136,2. Zhu et al. (2025). Predictive insights into U.S. students’ mathematics.json,json,journal_venue,agree,1.0,International Journal of Educational Research,International Journal of Educational Research
137,137. Jha & Tsai. (2026). Using Machine Learning Approaches to Predict Taiwanese.json,json,year,agree,1.0,2026,2026
