doi,variable_code,variable_name,category,source_category,predictor_level,predictor_category
10.3389/fpsyg.2025.1655731,IC182Q02JA,Interest in learning programming,ict,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.3389/fpsyg.2025.1655731,IC180Q04JA,Discuss online information accuracy,ict,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.3389/fpsyg.2025.1655731,IC180Q01JA,Trust in online information,ict,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.3389/fpsyg.2025.1655731,IC181Q02JA,Emotional distress at discriminatory content,ict,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.3389/fpsyg.2025.1655731,IC179Q02JA,Support banning BYOD,ict,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.3389/fpsyg.2025.1655731,IC176Q01JA,Check grades with digital tools,ict,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.3389/fpsyg.2025.1655731,IC181Q04JA,Emotional response to privacy violations,ict,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.3389/fpsyg.2025.1655731,IC179Q04JA,Support restrictive device policies,ict,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.3389/fpsyg.2025.1655731,IC174Q03JA,Use digital resources for real-world issues,ict,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.3389/fpsyg.2025.1655731,IC177Q01JA,Time spent on digital gaming,ict,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1111/bjep.12715,gender,Gender,demographic,peer_reviewed_research,Student Level,Student: Demographic
10.1111/bjep.12715,mathematics_self_efficacy,Math self-efficacy,student_attitude,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1111/bjep.12715,mathematics_anxiety,Math anxiety,student_attitude,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1111/bjep.12715,familiarity_with_math_concepts,Familiarity with math concepts,student_attitude,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1111/bjep.12715,truancy,Truancy,student_behavior,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1111/bjep.12715,future_aspirations,Future aspirations,student_attitude,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1111/bjep.12715,family_support_self_directed_learning,Family support for self-learning,parent_home,peer_reviewed_research,Student Level,Student: SES
10.1111/bjep.12715,remote_instruction_problems,Problems with remote instruction,school,peer_reviewed_research,School/Teacher Level,School/Teacher: Context
10.1111/bjep.12715,school_closure_support,School closure support,system_level,peer_reviewed_research,System/Country Level,System: Policy/Context
10.1111/bjep.12715,school_activities_during_closure,School activities during closure,school,peer_reviewed_research,School/Teacher Level,School/Teacher: Context
10.1111/bjep.12715,ict_self_efficacy,ICT self-efficacy,student_attitude,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1111/bjep.12715,tablet_availability_school,Tablet availability at school,ict,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1111/bjep.12715,ict_activity_frequency,ICT activity frequency,ict,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1111/bjep.12715,ict_availability,ICT availability,ict,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1111/bjep.12715,usage,usage,demographic,peer_reviewed_research,Student Level,Student: Demographic
10.1111/bjep.12715,computer_availability_school,Computer availability at school,ict,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1111/bjep.12715,digital_resources_availability,Digital resources availability,ict,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1111/bjep.12715,arriving_late,Arriving late,student_behavior,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1111/bjep.12715,skipping_classes_days,Skipping classes/days,student_behavior,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1111/bjep.12715,grade_repetition,Grade repetition,student_behavior,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1111/bjep.12715,expected_occupation_status,Expected occupation status,student_attitude,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1111/bjep.12715,expected_educational_level,Expected educational level,student_attitude,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1111/bjep.12715,early_childhood_education_care,Early childhood education/care,curriculum,peer_reviewed_research,School/Teacher Level,School/Teacher: Context
10.1111/bjep.12715,household_care_work,Household care/work,student_behavior,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1111/bjep.12715,sport_practice,Sport practice,student_behavior,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1111/bjep.12715,homework_study,Studying for homework,student_behavior,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1111/bjep.12715,work_for_pay,Working for pay,student_behavior,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1111/bjep.12715,mathematics_teacher_ratio,Math teacher-student ratio,teacher,peer_reviewed_research,School/Teacher Level,School/Teacher: Practice
10.1111/bjep.12715,mathematics_teacher_support,Math teacher support,teacher,peer_reviewed_research,School/Teacher Level,School/Teacher: Practice
10.1111/bjep.12715,cognitive_activation_in_math,Cognitive activation in math,teacher,peer_reviewed_research,School/Teacher Level,School/Teacher: Practice
10.1111/bjep.12715,mathematics_extra_curricular_activities,Math extra-curricular activities,school,peer_reviewed_research,School/Teacher Level,School/Teacher: Context
10.1111/bjep.12715,student_mathematics_teacher_ratio,Student-math teacher ratio,teacher,peer_reviewed_research,School/Teacher Level,School/Teacher: Practice
10.1111/bjep.12715,total_mathematics_teachers,Total math teachers,teacher,peer_reviewed_research,School/Teacher Level,School/Teacher: Practice
10.1111/bjep.12715,ability_grouping_math,Ability grouping in math,curriculum,peer_reviewed_research,School/Teacher Level,School/Teacher: Context
10.1111/bjep.12715,school_responsibility_curriculum,School responsibility for curriculum,school,peer_reviewed_research,School/Teacher Level,School/Teacher: Context
10.1111/bjep.12715,pedagogical_support_personnel,Pedagogical support personnel,school,peer_reviewed_research,School/Teacher Level,School/Teacher: Context
10.1111/bjep.12715,school_responsibility_resources,School responsibility for resources,school,peer_reviewed_research,School/Teacher Level,School/Teacher: Context
10.1111/bjep.12715,school_selectivity,School selectivity,school,peer_reviewed_research,School/Teacher Level,School/Teacher: Context
10.1111/bjep.12715,class_size,Class size,school,peer_reviewed_research,School/Teacher Level,School/Teacher: Context
10.1111/bjep.12715,total_teachers_school,Total teachers at school,school,peer_reviewed_research,School/Teacher Level,School/Teacher: Context
10.1007/s10763-022-10262-w,students_confident_in_mathematics,confident in mathematics,student_attitude,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1007/s10763-022-10262-w,students_like_learning_mathematics,like learning mathematics,student_attitude,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1007/s10763-022-10262-w,students_value_mathematics,value mathematics,student_attitude,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1007/s10763-022-10262-w,student_absenteeism,absenteeism,student_behavior,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1007/s10763-022-10262-w,student_gender,gender,demographic,peer_reviewed_research,Student Level,Student: Demographic
10.1007/s10763-022-10262-w,student_age,age,demographic,peer_reviewed_research,Student Level,Student: Demographic
10.1007/s10763-022-10262-w,student_ses,SES,socioeconomic,peer_reviewed_research,Student Level,Student: SES
10.1007/s10763-022-10262-w,instructional_clarity_in_mathematics_lessons,Instructional clarity in math,teacher,peer_reviewed_research,School/Teacher Level,School/Teacher: Practice
10.1007/s10763-022-10262-w,percent_of_students_taught_algebra_topics,Percent taught algebra topics,curriculum,peer_reviewed_research,School/Teacher Level,School/Teacher: Context
10.1007/s10763-022-10262-w,percent_of_students_taught_data_probability_topics,Percent taught data/prob topics,curriculum,peer_reviewed_research,School/Teacher Level,School/Teacher: Context
10.1007/s10763-022-10262-w,teaching_limited_by_student_needs,Teaching limited by student needs,teacher,peer_reviewed_research,School/Teacher Level,School/Teacher: Practice
10.1007/s10763-022-10262-w,disorderly_behavior_during_mathematics_lessons,Disorderly behavior in math,process_data,peer_reviewed_research,Student Level,Student: Process Data
10.1007/s10763-022-10262-w,instructional_time_in_mathematics,Instructional time in mathematics,curriculum,peer_reviewed_research,School/Teacher Level,School/Teacher: Context
10.1007/s10763-022-10262-w,percent_of_students_taught_number_topics,Percent taught number topics,curriculum,peer_reviewed_research,School/Teacher Level,School/Teacher: Context
10.1007/s10763-022-10262-w,percent_of_students_taught_geometry_topics,Percent taught geometry topics,curriculum,peer_reviewed_research,School/Teacher Level,School/Teacher: Context
10.1007/s10763-022-10262-w,school_emphasis_on_academic_success,School emphasis on academic success,school,peer_reviewed_research,School/Teacher Level,School/Teacher: Context
10.1007/s10763-022-10262-w,school_composition_by_socioeconomic_background,School composition by SES,socioeconomic,peer_reviewed_research,Student Level,Student: SES
10.1007/s10763-022-10262-w,students_sense_of_school_belonging,sense of school belonging,school,peer_reviewed_research,School/Teacher Level,School/Teacher: Context
10.1007/s10763-022-10262-w,school_discipline_problems,School discipline problems,school,peer_reviewed_research,School/Teacher Level,School/Teacher: Context
10.1007/s10763-022-10262-w,safe,Safe,student_behavior,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1007/s10763-022-10262-w,orderly_school,orderly school,student_behavior,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1007/s10763-022-10262-w,instruction_affected_by_mathematics_resource_shortages,Resource shortages for math instruction,school,peer_reviewed_research,School/Teacher Level,School/Teacher: Context
10.1007/s10763-022-10262-w,student_bullying,bullying,school,peer_reviewed_research,School/Teacher Level,School/Teacher: Context
10.1007/s40593-025-00495-5,gender,Gender,demographic,peer_reviewed_research,Student Level,Student: Demographic
10.1007/s40593-025-00495-5,language_spoken_at_home,Language spoken at home,demographic,peer_reviewed_research,Student Level,Student: Demographic
10.7866/HPE-RPE.25.1.4,gender,Gender,demographic,peer_reviewed_research,Student Level,Student: Demographic
10.7866/HPE-RPE.25.1.4,immigrant_status_student,Immigrant status (student),demographic,peer_reviewed_research,Student Level,Student: Demographic
10.7866/HPE-RPE.25.1.4,immigrant_status_parents,Immigrant status (parents),demographic,peer_reviewed_research,Student Level,Student: Demographic
10.7866/HPE-RPE.25.1.4,MEdu,Mother education level,socioeconomic,peer_reviewed_research,Student Level,Student: SES
10.7866/HPE-RPE.25.1.4,FEdu,Father education level,socioeconomic,peer_reviewed_research,Student Level,Student: SES
10.7866/HPE-RPE.25.1.4,MOcc,Mother occupation,socioeconomic,peer_reviewed_research,Student Level,Student: SES
10.7866/HPE-RPE.25.1.4,FOcc,Father occupation,socioeconomic,peer_reviewed_research,Student Level,Student: SES
10.7866/HPE-RPE.25.1.4,Wealth,Household wealth index,socioeconomic,peer_reviewed_research,Student Level,Student: SES
10.7866/HPE-RPE.25.1.4,Books,Number of books at home,socioeconomic,peer_reviewed_research,Student Level,Student: SES
10.7866/HPE-RPE.25.1.4,Cultposs,Cultural possessions index,socioeconomic,peer_reviewed_research,Student Level,Student: SES
10.7866/HPE-RPE.25.1.4,Pubschool,School type (public/private),school,peer_reviewed_research,School/Teacher Level,School/Teacher: Context
10.7866/HPE-RPE.25.1.4,Peer,Peer effect (school ESCS mean),peer_effects,peer_reviewed_research,School/Teacher Level,School/Teacher: Context
10.1038/s41598-025-00769-x,ST004D01T,Gender,demographic,peer_reviewed_research,Student Level,Student: Demographic
10.1038/s41598-025-00769-x,ISCEDL,Stage of secondary school,demographic,peer_reviewed_research,Student Level,Student: Demographic
10.1038/s41598-025-00769-x,GRADE,Academic performance (grade PVs),prior_achievement,peer_reviewed_research,Student Level,Student: Prior Achievement
10.1038/s41598-025-00769-x,BMI,BMI,demographic,peer_reviewed_research,Student Level,Student: Demographic
10.1038/s41598-025-00769-x,HEALTH,Self-assessed physical health,student_behavior,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1038/s41598-025-00769-x,BODYIMA,Body image,student_attitude,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1038/s41598-025-00769-x,INTICT,Interest in ICT,student_attitude,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1038/s41598-025-00769-x,COMPICT,Perceived ICT competence,student_attitude,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1038/s41598-025-00769-x,AUTICT,ICT autonomy,ict,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1038/s41598-025-00769-x,SOIAICT,ICT social perception,ict,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1038/s41598-025-00769-x,MISCED,Mother’s education,socioeconomic,peer_reviewed_research,Student Level,Student: SES
10.1038/s41598-025-00769-x,FISCED,Father’s education,socioeconomic,peer_reviewed_research,Student Level,Student: SES
10.1038/s41598-025-00769-x,BMMJ1,ISEI of mother,socioeconomic,peer_reviewed_research,Student Level,Student: SES
10.1038/s41598-025-00769-x,BFMJ2,ISEI of father,socioeconomic,peer_reviewed_research,Student Level,Student: SES
10.1038/s41598-025-00769-x,EMOSUPP,Parents’ emotional support,parent_home,peer_reviewed_research,Student Level,Student: SES
10.1038/s41598-025-00769-x,PASPORT,Parents’ sports participation,parent_home,peer_reviewed_research,Student Level,Student: SES
10.1038/s41598-025-00769-x,CULTPOSS,Home cultural possessions,socioeconomic,peer_reviewed_research,Student Level,Student: SES
10.1038/s41598-025-00769-x,HEDRES,Home educational resources,socioeconomic,peer_reviewed_research,Student Level,Student: SES
10.1038/s41598-025-00769-x,WEALTH,Family wealth,socioeconomic,peer_reviewed_research,Student Level,Student: SES
10.1038/s41598-025-00769-x,ICTHOME,ICT available at home,ict,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1038/s41598-025-00769-x,ICTSCH,ICT available at school,ict,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1038/s41598-025-00769-x,SC156Q04HA,School digital teaching discussions,curriculum,peer_reviewed_research,School/Teacher Level,School/Teacher: Context
10.1038/s41598-025-00769-x,TRAINING,Teacher digital training level,teacher,peer_reviewed_research,School/Teacher Level,School/Teacher: Practice
10.1038/s41598-025-00769-x,SC013Q01TA,School type (public/private),school,peer_reviewed_research,School/Teacher Level,School/Teacher: Context
10.1038/s41598-025-00769-x,MASTER,Proportion of master teachers,teacher,peer_reviewed_research,School/Teacher Level,School/Teacher: Practice
10.1038/s41598-025-00769-x,PEC,Weekly number of PE days,curriculum,peer_reviewed_research,School/Teacher Level,School/Teacher: Context
10.1186/s40536-024-00199-7,language_of_response,Response language (original),demographic,peer_reviewed_research,Student Level,Student: Demographic
10.1186/s40536-024-00199-7,MT_engine,Machine translation engine,ict,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1186/s40536-024-00199-7,item_id,Constructed-response item,curriculum,peer_reviewed_research,School/Teacher Level,School/Teacher: Context
10.1186/s40536-024-00199-7,country,Country context,system_level,peer_reviewed_research,System/Country Level,System: Policy/Context
10.3390/jintelligence12100093,ST004D01T,Gender,demographic,peer_reviewed_research,Student Level,Student: Demographic
10.3390/jintelligence12100093,GRADE,Grade level,demographic,peer_reviewed_research,Student Level,Student: Demographic
10.3390/jintelligence12100093,MATHEFF,Math self-efficacy,student_attitude,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.3390/jintelligence12100093,MATHEF21,Math self-efficacy (21st),student_attitude,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.3390/jintelligence12100093,BSMJ,Expected occupational status,student_attitude,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.3390/jintelligence12100093,ANXMAT,Math anxiety,student_attitude,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.3390/jintelligence12100093,ICTWKEND,ICT weekend leisure frequency,ict,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.3390/jintelligence12100093,EXERPRAC,Physical activity before/after school,student_behavior,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.3390/jintelligence12100093,ICTFEED,ICT feedback/support frequency,ict,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.3390/jintelligence12100093,ICTOUT,ICT outside classroom learning,ict,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.3390/jintelligence12100093,STUBEHA,Disruptive school climate behaviors,school,peer_reviewed_research,School/Teacher Level,School/Teacher: Context
10.3390/jintelligence12100093,ESCS,ESCS index,socioeconomic,peer_reviewed_research,Student Level,Student: SES
10.3390/jintelligence12100093,HISEI,Highest parental occupation,socioeconomic,peer_reviewed_research,Student Level,Student: SES
10.3390/jintelligence12100093,PAREDINT,Parents education years,socioeconomic,peer_reviewed_research,Student Level,Student: SES
10.3390/jintelligence12100093,HOMEPOS,Home possessions,socioeconomic,peer_reviewed_research,Student Level,Student: SES
10.3390/jintelligence12100093,TOTMATH,Total math teachers,school,peer_reviewed_research,School/Teacher Level,School/Teacher: Context
10.3390/jintelligence12100093,ABGMATH,Ability grouping in math,school,peer_reviewed_research,School/Teacher Level,School/Teacher: Context
10.3390/jintelligence12100093,COGACMCO,Cognitive activation in math,teacher,peer_reviewed_research,School/Teacher Level,School/Teacher: Practice
10.1016/j.heliyon.2024.e35945,VOTAT,VOTAT navigation behavior,process_data,peer_reviewed_research,Student Level,Student: Process Data
10.1016/j.heliyon.2024.e35945,sequence_length,Sequence length,process_data,peer_reviewed_research,Student Level,Student: Process Data
10.1016/j.heliyon.2024.e35945,reset_frequency,Reset frequency,process_data,peer_reviewed_research,Student Level,Student: Process Data
10.1016/j.heliyon.2024.e35945,start_behavior,Start behavior,process_data,peer_reviewed_research,Student Level,Student: Process Data
10.1007/s11482-023-10232-6,INDI1,Grade compared to modal grade,demographic,peer_reviewed_research,Student Level,Student: Demographic
10.1007/s11482-023-10232-6,INDI2,Index immigration status,demographic,peer_reviewed_research,Student Level,Student: Demographic
10.1007/s11482-023-10232-6,INDI3,Gender,demographic,peer_reviewed_research,Student Level,Student: Demographic
10.1007/s11482-023-10232-6,INDI4,Effort in learning,student_behavior,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1007/s11482-023-10232-6,INDI5,Joy/like reading,student_behavior,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1007/s11482-023-10232-6,INDI6,Reading competence self-concept,student_behavior,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1007/s11482-023-10232-6,INDI7,Reading difficulty self-concept,student_behavior,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1007/s11482-023-10232-6,INDI8,Competitiveness,student_attitude,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1007/s11482-023-10232-6,INDI9,Work mastery,student_attitude,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1007/s11482-023-10232-6,INDI10,General fear of failure,student_attitude,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1007/s11482-023-10232-6,INDI11,Resilience,student_attitude,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1007/s11482-023-10232-6,INDI12,Mastery goal orientation,student_attitude,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1007/s11482-023-10232-6,INDI13,Attitude toward school learning,curriculum,peer_reviewed_research,School/Teacher Level,School/Teacher: Context
10.1007/s11482-023-10232-6,INDI14,Expected occupational status,student_attitude,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1007/s11482-023-10232-6,ESCS,Socioeconomic status (ESCS),socioeconomic,peer_reviewed_research,Student Level,Student: SES
10.1007/s11482-023-10232-6,Micro1,Teacher support in test language,teacher,peer_reviewed_research,School/Teacher Level,School/Teacher: Practice
10.1007/s11482-023-10232-6,Micro2,Teacher-directed instruction,teacher,peer_reviewed_research,School/Teacher Level,School/Teacher: Practice
10.1007/s11482-023-10232-6,Micro3,Perceived feedback,teacher,peer_reviewed_research,School/Teacher Level,School/Teacher: Practice
10.1007/s11482-023-10232-6,Micro4,Parents emotional support,parent_home,peer_reviewed_research,Student Level,Student: SES
10.1007/s11482-023-10232-6,Micro5,Teacher stimulation of reading,teacher,peer_reviewed_research,School/Teacher Level,School/Teacher: Practice
10.1007/s11482-023-10232-6,Micro6,Perceived teacher interest,teacher,peer_reviewed_research,School/Teacher Level,School/Teacher: Practice
10.1007/s11482-023-10232-6,Micro7,Adaptation of instruction,teacher,peer_reviewed_research,School/Teacher Level,School/Teacher: Practice
10.1007/s11482-023-10232-6,Meso1,Sense of belonging to school,school,peer_reviewed_research,School/Teacher Level,School/Teacher: Context
10.1007/s11482-023-10232-6,Meso2,Disciplinary climate in lessons,school,peer_reviewed_research,School/Teacher Level,School/Teacher: Context
10.1007/s11482-023-10232-6,Meso3,Experience of being bullied,school,peer_reviewed_research,School/Teacher Level,School/Teacher: Context
10.1007/s11482-023-10232-6,Meso4,Perception of competitiveness at school,school,peer_reviewed_research,School/Teacher Level,School/Teacher: Context
10.1007/s11482-023-10232-6,Meso5,Perception of cooperation at school,school,peer_reviewed_research,School/Teacher Level,School/Teacher: Context
10.1007/s11482-023-10232-6,Meso6,Duration in early childhood education,school,peer_reviewed_research,School/Teacher Level,School/Teacher: Context
10.1007/s11482-023-10232-6,Meso7,Learning time (minutes per week),curriculum,peer_reviewed_research,School/Teacher Level,School/Teacher: Context
10.1016/j.stueduc.2024.101412,EXERPRAC,Exercise/practice before or after school,student_behavior,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1016/j.stueduc.2024.101412,WORKPAY,Working for pay,student_behavior,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1016/j.stueduc.2024.101412,WORKHOME,Working in household,student_behavior,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1016/j.stueduc.2024.101412,FAMSUP,Family support,parent_home,peer_reviewed_research,Student Level,Student: SES
10.1016/j.stueduc.2024.101412,DISCLIM,Disciplinary climate in math,school,peer_reviewed_research,School/Teacher Level,School/Teacher: Context
10.1016/j.stueduc.2024.101412,HOMEPOS,Home possessions,socioeconomic,peer_reviewed_research,Student Level,Student: SES
10.1016/j.stueduc.2024.101412,EXPOFA,Exposure to formal/app math tasks,curriculum,peer_reviewed_research,School/Teacher Level,School/Teacher: Context
10.1016/j.stueduc.2024.101412,EXPO21ST,Exposure to 21st-century math tasks,curriculum,peer_reviewed_research,School/Teacher Level,School/Teacher: Context
10.1016/j.stueduc.2024.101412,MATHEASE,Math easier than other subjects,student_attitude,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1016/j.stueduc.2024.101412,MATHPREF,Preference for mathematics,student_attitude,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1016/j.stueduc.2024.101412,MATHMOT,Motivation relative to other subjects,student_attitude,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1016/j.stueduc.2024.101412,BELONG,Sense of belonging,student_attitude,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1016/j.stueduc.2024.101412,BULLIED,Being bullied,student_behavior,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1016/j.stueduc.2024.101412,MATHEFF,Math self-efficacy (formal/applied),student_attitude,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1016/j.stueduc.2024.101412,MATHEF21,Math self-efficacy (21st-century),student_attitude,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1016/j.stueduc.2024.101412,ANXMAT,Mathematics anxiety,student_attitude,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1016/j.stueduc.2024.101412,COGACRCO,Cognitive activation: foster reasoning,curriculum,peer_reviewed_research,School/Teacher Level,School/Teacher: Context
10.1016/j.stueduc.2024.101412,COGACMCO,Cognitive activation: encourage thinking,curriculum,peer_reviewed_research,School/Teacher Level,School/Teacher: Context
10.1016/j.stueduc.2024.101412,effort,Effort,student_behavior,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1016/j.stueduc.2024.101412,persistence_in_math,persistence in math,student_behavior,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1080/01443410.2024.2359104,ESCS,ESCS,socioeconomic,peer_reviewed_research,Student Level,Student: SES
10.1080/01443410.2024.2359104,average_escs,Average ESCS (school),socioeconomic,peer_reviewed_research,Student Level,Student: SES
10.1080/01443410.2024.2359104,talk_mother_partner,Talk to mother’s partner,parent_home,peer_reviewed_research,Student Level,Student: SES
10.1080/01443410.2024.2359104,talk_father_partner,Talk to father’s partner,parent_home,peer_reviewed_research,Student Level,Student: SES
10.1080/01443410.2024.2359104,friends_days_after_school,Friends days after school,student_behavior,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1080/01443410.2024.2359104,moderate_physical_activity,Moderate physical activity,student_behavior,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1080/01443410.2024.2359104,all_things_you_have,Satisfaction with possessions,socioeconomic,peer_reviewed_research,Student Level,Student: SES
10.1080/01443410.2024.2359104,talk_other_family_members,Talk to other family members,parent_home,peer_reviewed_research,Student Level,Student: SES
10.1080/01443410.2024.2359104,talk_to_teacher,Talk to teacher,teacher,peer_reviewed_research,School/Teacher Level,School/Teacher: Practice
10.1080/01443410.2024.2359104,parental_control,Parental or guardian control,parent_home,peer_reviewed_research,Student Level,Student: SES
10.1080/01443410.2024.2359104,bored_last_math_class,Bored in last math class,student_attitude,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1080/01443410.2024.2359104,close_friends_count,Number of close friends,student_behavior,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1080/01443410.2024.2359104,happy_with_friends_outside,Happy with friends outside,student_attitude,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1080/01443410.2024.2359104,health_satisfaction,Satisfaction with health,student_attitude,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1080/01443410.2024.2359104,use_of_time_satisfaction,Satisfaction with use of time,student_attitude,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1080/01443410.2024.2359104,appearance_self_acceptance,Like my look,student_attitude,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1080/01443410.2024.2359104,physical_education_classes,Physical education class days,student_behavior,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1016/j.learninstruc.2024.101968,gender,gender,demographic,peer_reviewed_research,Student Level,Student: Demographic
10.1016/j.learninstruc.2024.101968,born_in_ireland,Born in Ireland,demographic,peer_reviewed_research,Student Level,Student: Demographic
10.1016/j.learninstruc.2024.101968,parents_education,Parents education level,socioeconomic,peer_reviewed_research,Student Level,Student: SES
10.1016/j.learninstruc.2024.101968,books_at_home,Books at home,socioeconomic,peer_reviewed_research,Student Level,Student: SES
10.1016/j.learninstruc.2024.101968,school_average_ses,School average SES,socioeconomic,peer_reviewed_research,Student Level,Student: SES
10.1016/j.learninstruc.2024.101968,mathematics_teacher_gender,Math teacher gender,teacher,peer_reviewed_research,School/Teacher Level,School/Teacher: Practice
10.1016/j.learninstruc.2024.101968,science_teacher_gender,Science teacher gender,teacher,peer_reviewed_research,School/Teacher Level,School/Teacher: Practice
10.1016/j.learninstruc.2024.101968,instructional_time_per_week,Total instructional time,curriculum,peer_reviewed_research,School/Teacher Level,School/Teacher: Context
10.1016/j.learninstruc.2024.101968,school_emphasis_academic_success,School emphasis on success,school,peer_reviewed_research,School/Teacher Level,School/Teacher: Context
10.1016/j.learninstruc.2024.101968,teacher_experience,Teacher experience,teacher,peer_reviewed_research,School/Teacher Level,School/Teacher: Practice
10.1016/j.learninstruc.2024.101968,motivation,Motivation,student_attitude,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1016/j.learninstruc.2024.101968,confidence,confidence,student_attitude,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
